TransactionID,TransactionAmount,TransactionDate,MerchantCategory,TransactionLocation,UserAge,UserAccountAge,IsFraud,CardType,TransactionMethod
807,467.25,2024-02-03 14:00:00,Clothing,Chicago,42,114,1,Credit,In-Person
1457,345.07,2024-03-01 16:00:00,Grocery,Houston,68,102,1,Credit,Online
87,365.07,2024-01-04 14:00:00,Online,Houston,52,15,0,Debit,In-Person
1422,254.11,2024-02-29 05:00:00,Online,Los Angeles,46,108,1,Credit,In-Person
266,370.64,2024-01-12 01:00:00,Online,New York,62,33,0,Credit,Online
288,271.78,2024-01-12 23:00:00,Grocery,Phoenix,58,84,0,Credit,In-Person
1484,3.87,2024-03-02 19:00:00,Grocery,Phoenix,33,118,1,Credit,In-Person
893,415.28,2024-02-07 04:00:00,Clothing,Houston,45,110,1,Credit,Online
1496,334.44,2024-03-03 07:00:00,Electronics,Phoenix,49,38,1,Debit,Online
979,248.69,2024-02-10 18:00:00,Electronics,Los Angeles,23,68,1,Credit,In-Person
535,384.72,2024-01-23 06:00:00,Clothing,Los Angeles,42,65,0,Debit,Online
1001,93.38,2024-02-11 16:00:00,Clothing,Los Angeles,42,1,1,Debit,In-Person
222,284.59,2024-01-10 05:00:00,Clothing,New York,19,54,0,Credit,Online
114,404.25,2024-01-05 17:00:00,Online,Los Angeles,34,48,0,Debit,In-Person
673,41.04,2024-01-29 00:00:00,Grocery,Chicago,23,38,0,Credit,In-Person
584,165.05,2024-01-25 07:00:00,Electronics,Phoenix,62,52,0,Credit,Online
175,322.94,2024-01-08 06:00:00,Gas,Houston,64,15,0,Debit,In-Person
536,472.44,2024-01-23 07:00:00,Grocery,New York,29,12,0,Debit,In-Person
1079,109.91,2024-02-14 22:00:00,Gas,Houston,26,88,1,Debit,Online
1177,390.14,2024-02-19 00:00:00,Clothing,New York,63,78,1,Debit,In-Person
1107,198.72,2024-02-16 02:00:00,Online,Houston,42,119,1,Debit,In-Person
983,54.19,2024-02-10 22:00:00,Gas,Phoenix,62,68,1,Debit,In-Person
286,18.94,2024-01-12 21:00:00,Gas,Houston,50,48,0,Debit,Online
868,91.78,2024-02-06 03:00:00,Electronics,Chicago,67,19,1,Debit,In-Person
375,36.52,2024-01-16 14:00:00,Electronics,New York,48,12,0,Credit,Online
1197,486.77,2024-02-19 20:00:00,Gas,Los Angeles,65,111,1,Credit,Online
32,86.09,2024-01-02 07:00:00,Electronics,New York,29,87,0,Credit,Online
552,426.24,2024-01-23 23:00:00,Electronics,Los Angeles,49,90,0,Debit,In-Person
211,274.82,2024-01-09 18:00:00,Electronics,Los Angeles,47,52,0,Credit,Online
1047,117.25,2024-02-13 14:00:00,Online,Los Angeles,32,38,1,Debit,In-Person
924,400.13,2024-02-08 11:00:00,Grocery,Phoenix,40,84,1,Debit,Online
810,57.51,2024-02-03 17:00:00,Gas,Chicago,63,19,1,Credit,In-Person
618,139.16,2024-01-26 17:00:00,Grocery,Los Angeles,60,40,0,Credit,Online
933,492.22,2024-02-08 20:00:00,Electronics,Houston,60,87,1,Debit,Online
620,374.38,2024-01-26 19:00:00,Clothing,Chicago,21,23,0,Debit,In-Person
189,265.3,2024-01-08 20:00:00,Electronics,Phoenix,21,82,0,Credit,In-Person
711,380.35,2024-01-30 14:00:00,Gas,Houston,50,50,0,Debit,Online
937,10.18,2024-02-09 00:00:00,Clothing,New York,50,77,1,Credit,In-Person
1169,4.19,2024-02-18 16:00:00,Electronics,Houston,23,95,1,Debit,In-Person
1220,137.36,2024-02-20 19:00:00,Clothing,New York,58,40,1,Debit,Online
1098,94.03,2024-02-15 17:00:00,Clothing,New York,56,94,1,Debit,Online
902,14.24,2024-02-07 13:00:00,Clothing,New York,33,21,1,Credit,In-Person
84,32.72,2024-01-04 11:00:00,Clothing,Phoenix,66,80,0,Credit,In-Person
702,26.86,2024-01-30 05:00:00,Online,Houston,61,63,0,Credit,Online
49,273.81,2024-01-03 00:00:00,Gas,Chicago,42,71,0,Debit,In-Person
1284,5.88,2024-02-23 11:00:00,Grocery,Los Angeles,42,38,1,Credit,In-Person
156,121.79,2024-01-07 11:00:00,Gas,Los Angeles,19,101,0,Credit,Online
1152,418.67,2024-02-17 23:00:00,Electronics,Houston,68,91,1,Credit,In-Person
1142,174.56,2024-02-17 13:00:00,Grocery,Houston,55,103,1,Credit,Online
975,16.56,2024-02-10 14:00:00,Grocery,New York,19,25,1,Credit,Online
1058,201.56,2024-02-14 01:00:00,Grocery,Los Angeles,52,92,1,Credit,In-Person
808,462.86,2024-02-03 15:00:00,Clothing,Los Angeles,34,37,1,Debit,Online
1230,205.26,2024-02-21 05:00:00,Electronics,Los Angeles,65,117,1,Credit,Online
1481,409.1,2024-03-02 16:00:00,Clothing,Los Angeles,21,36,1,Credit,In-Person
1437,154.66,2024-02-29 20:00:00,Gas,Houston,55,55,1,Credit,Online
180,69.62,2024-01-08 11:00:00,Grocery,Houston,36,90,0,Credit,Online
1356,436.84,2024-02-26 11:00:00,Grocery,New York,53,97,1,Debit,Online
1247,66.49,2024-02-21 22:00:00,Electronics,Chicago,35,32,1,Debit,In-Person
1041,270.21,2024-02-13 08:00:00,Grocery,Houston,69,54,1,Credit,In-Person
950,299.11,2024-02-09 13:00:00,Clothing,Phoenix,59,59,1,Debit,In-Person
817,296.05,2024-02-04 00:00:00,Gas,Los Angeles,23,100,1,Credit,In-Person
364,273.26,2024-01-16 03:00:00,Clothing,New York,40,110,0,Credit,Online
1178,54.38,2024-02-19 01:00:00,Online,Los Angeles,41,13,1,Debit,In-Person
1199,375.08,2024-02-19 22:00:00,Gas,Chicago,39,55,1,Debit,Online
347,317.91,2024-01-15 10:00:00,Online,Los Angeles,23,72,0,Debit,In-Person
1011,111.38,2024-02-12 02:00:00,Grocery,Phoenix,40,27,1,Debit,In-Person
615,436.92,2024-01-26 14:00:00,Grocery,Chicago,21,113,0,Debit,Online
966,178.48,2024-02-10 05:00:00,Clothing,Phoenix,30,118,1,Debit,Online
1274,20.77,2024-02-23 01:00:00,Clothing,Houston,51,37,1,Debit,In-Person
590,76.8,2024-01-25 13:00:00,Grocery,Los Angeles,59,15,0,Debit,In-Person
1289,17.57,2024-02-23 16:00:00,Electronics,Houston,19,115,1,Credit,In-Person
632,447.71,2024-01-27 07:00:00,Online,New York,69,12,0,Credit,In-Person
244,185.71,2024-01-11 03:00:00,Gas,Chicago,34,26,0,Credit,Online
1375,124.37,2024-02-27 06:00:00,Electronics,Chicago,35,99,1,Credit,Online
1452,309.31,2024-03-01 11:00:00,Grocery,New York,38,8,1,Credit,In-Person
765,17.73,2024-02-01 20:00:00,Gas,Chicago,46,80,1,Debit,Online
988,217.98,2024-02-11 03:00:00,Electronics,New York,20,18,1,Debit,In-Person
412,475.08,2024-01-18 03:00:00,Clothing,Los Angeles,57,93,0,Debit,Online
1421,158.76,2024-02-29 04:00:00,Grocery,Phoenix,47,102,1,Credit,Online
1226,319.62,2024-02-21 01:00:00,Online,Chicago,54,5,1,Credit,Online
309,397.8,2024-01-13 20:00:00,Online,Phoenix,29,18,0,Credit,Online
882,336.27,2024-02-06 17:00:00,Clothing,Chicago,68,95,1,Credit,In-Person
399,375.68,2024-01-17 14:00:00,Online,Houston,57,12,0,Debit,Online
371,51.29,2024-01-16 10:00:00,Grocery,Los Angeles,57,62,0,Credit,Online
55,299.35,2024-01-03 06:00:00,Electronics,Los Angeles,42,43,0,Debit,In-Person
1339,37.03,2024-02-25 18:00:00,Grocery,New York,50,96,1,Debit,Online
1183,316.68,2024-02-19 06:00:00,Electronics,Los Angeles,45,104,1,Credit,Online
313,13.65,2024-01-14 00:00:00,Online,Phoenix,49,94,0,Debit,In-Person
922,244.23,2024-02-08 09:00:00,Grocery,Chicago,18,109,1,Credit,Online
110,39.41,2024-01-05 13:00:00,Grocery,Los Angeles,57,75,0,Credit,In-Person
719,63.02,2024-01-30 22:00:00,Clothing,Los Angeles,51,98,0,Credit,In-Person
692,213.29,2024-01-29 19:00:00,Grocery,Phoenix,26,98,0,Credit,Online
101,16.68,2024-01-05 04:00:00,Electronics,Houston,19,13,0,Debit,In-Person
1126,275.88,2024-02-16 21:00:00,Clothing,New York,22,67,1,Credit,In-Person
670,143.26,2024-01-28 21:00:00,Grocery,Phoenix,43,74,0,Credit,Online
1376,435.5,2024-02-27 07:00:00,Clothing,Chicago,40,35,1,Credit,Online
267,348.81,2024-01-12 02:00:00,Clothing,Chicago,20,13,0,Debit,Online
679,484.77,2024-01-29 06:00:00,Clothing,New York,54,51,0,Credit,Online
297,385.23,2024-01-13 08:00:00,Clothing,Los Angeles,60,100,0,Credit,In-Person
530,432.5,2024-01-23 01:00:00,Online,New York,64,19,0,Credit,In-Person
945,104.0,2024-02-09 08:00:00,Gas,Phoenix,41,7,1,Credit,In-Person
1014,20.67,2024-02-12 05:00:00,Grocery,New York,33,76,1,Credit,In-Person
951,300.66,2024-02-09 14:00:00,Clothing,Phoenix,24,20,1,Debit,In-Person
378,12.61,2024-01-16 17:00:00,Electronics,Houston,29,42,0,Debit,Online
287,233.33,2024-01-12 22:00:00,Clothing,Phoenix,30,2,0,Debit,Online
1439,101.72,2024-02-29 22:00:00,Clothing,Chicago,40,21,1,Debit,Online
731,82.97,2024-01-31 10:00:00,Clothing,New York,31,42,0,Debit,In-Person
127,409.19,2024-01-06 06:00:00,Clothing,Chicago,54,57,0,Credit,In-Person
328,306.25,2024-01-14 15:00:00,Grocery,New York,46,7,0,Debit,Online
293,411.48,2024-01-13 04:00:00,Clothing,New York,62,55,0,Credit,In-Person
549,260.63,2024-01-23 20:00:00,Gas,Chicago,69,83,0,Credit,In-Person
728,397.84,2024-01-31 07:00:00,Online,Los Angeles,38,88,0,Debit,Online
909,130.45,2024-02-07 20:00:00,Clothing,New York,65,97,1,Credit,Online
356,321.57,2024-01-15 19:00:00,Grocery,New York,49,14,0,Debit,Online
171,339.1,2024-01-08 02:00:00,Clothing,Los Angeles,53,9,0,Debit,In-Person
967,359.8,2024-02-10 06:00:00,Clothing,Chicago,66,71,1,Credit,In-Person
1134,110.87,2024-02-17 05:00:00,Clothing,Houston,21,93,1,Debit,Online
652,269.02,2024-01-28 03:00:00,Gas,Houston,56,103,0,Debit,Online
210,81.24,2024-01-09 17:00:00,Clothing,New York,59,72,0,Credit,Online
1398,125.11,2024-02-28 05:00:00,Clothing,New York,43,102,1,Credit,In-Person
141,481.26,2024-01-06 20:00:00,Clothing,Los Angeles,64,58,0,Credit,Online
1084,439.68,2024-02-15 03:00:00,Online,Phoenix,59,95,1,Debit,Online
991,399.91,2024-02-11 06:00:00,Gas,Chicago,41,83,1,Debit,Online
651,44.37,2024-01-28 02:00:00,Online,Houston,65,77,0,Debit,Online
1189,151.18,2024-02-19 12:00:00,Electronics,New York,43,77,1,Debit,Online
1499,190.51,2024-03-03 10:00:00,Electronics,Los Angeles,18,117,1,Debit,Online
486,450.68,2024-01-21 05:00:00,Electronics,Houston,36,31,0,Credit,In-Person
528,137.43,2024-01-22 23:00:00,Electronics,Houston,25,101,0,Credit,In-Person
200,390.16,2024-01-09 07:00:00,Grocery,New York,61,76,0,Credit,In-Person
890,122.34,2024-02-07 01:00:00,Online,Houston,45,92,1,Debit,Online
845,75.18,2024-02-05 04:00:00,Online,Los Angeles,25,8,1,Debit,In-Person
1069,177.96,2024-02-14 12:00:00,Gas,Houston,21,78,1,Debit,In-Person
1206,385.43,2024-02-20 05:00:00,Electronics,Houston,21,69,1,Debit,In-Person
1055,498.97,2024-02-13 22:00:00,Clothing,Los Angeles,34,82,1,Debit,In-Person
11,11.27,2024-01-01 10:00:00,Clothing,Chicago,49,26,0,Credit,In-Person
148,251.84,2024-01-07 03:00:00,Clothing,Phoenix,54,24,0,Debit,In-Person
722,91.44,2024-01-31 01:00:00,Electronics,Phoenix,39,39,0,Debit,Online
283,188.42,2024-01-12 18:00:00,Electronics,New York,27,77,0,Debit,In-Person
299,311.82,2024-01-13 10:00:00,Online,Phoenix,58,16,0,Credit,Online
614,41.8,2024-01-26 13:00:00,Gas,Houston,51,109,0,Credit,In-Person
292,19.64,2024-01-13 03:00:00,Electronics,Phoenix,33,3,0,Credit,Online
650,249.72,2024-01-28 01:00:00,Gas,Houston,43,98,0,Debit,In-Person
599,96.95,2024-01-25 22:00:00,Gas,New York,34,100,0,Credit,In-Person
1044,313.32,2024-02-13 11:00:00,Grocery,Houston,69,71,1,Debit,Online
553,276.4,2024-01-24 00:00:00,Clothing,Chicago,66,104,0,Debit,Online
1299,318.58,2024-02-24 02:00:00,Clothing,New York,52,97,1,Debit,Online
130,255.86,2024-01-06 09:00:00,Clothing,New York,33,62,0,Credit,Online
1062,492.06,2024-02-14 05:00:00,Grocery,Houston,37,84,1,Credit,In-Person
332,379.17,2024-01-14 19:00:00,Gas,New York,45,15,0,Debit,Online
324,140.69,2024-01-14 11:00:00,Online,Los Angeles,19,53,0,Credit,In-Person
681,408.72,2024-01-29 08:00:00,Grocery,Chicago,48,12,0,Debit,In-Person
479,484.68,2024-01-20 22:00:00,Clothing,Los Angeles,39,23,0,Debit,Online
562,107.27,2024-01-24 09:00:00,Online,Phoenix,67,101,0,Credit,In-Person
136,162.28,2024-01-06 15:00:00,Clothing,New York,54,117,0,Credit,In-Person
507,455.55,2024-01-22 02:00:00,Online,New York,48,30,0,Debit,Online
514,433.17,2024-01-22 09:00:00,Clothing,Chicago,55,11,0,Credit,In-Person
1372,91.31,2024-02-27 03:00:00,Online,Los Angeles,59,82,1,Debit,Online
436,350.78,2024-01-19 03:00:00,Online,Chicago,64,61,0,Debit,Online
874,204.96,2024-02-06 09:00:00,Gas,Chicago,43,97,1,Debit,Online
1463,54.19,2024-03-01 22:00:00,Electronics,Houston,57,85,1,Debit,Online
753,314.23,2024-02-01 08:00:00,Grocery,Phoenix,20,111,1,Debit,In-Person
666,77.28,2024-01-28 17:00:00,Electronics,Los Angeles,24,105,0,Credit,In-Person
159,119.58,2024-01-07 14:00:00,Clothing,Los Angeles,33,17,0,Credit,Online
1254,63.47,2024-02-22 05:00:00,Gas,Houston,44,12,1,Credit,In-Person
1293,284.2,2024-02-23 20:00:00,Electronics,Phoenix,42,79,1,Debit,Online
576,474.81,2024-01-24 23:00:00,Gas,New York,45,73,0,Credit,In-Person
353,329.69,2024-01-15 16:00:00,Grocery,New York,33,88,0,Debit,Online
938,457.24,2024-02-09 01:00:00,Grocery,Houston,38,113,1,Credit,In-Person
1296,100.87,2024-02-23 23:00:00,Online,Chicago,37,44,1,Debit,In-Person
1393,85.71,2024-02-28 00:00:00,Online,Houston,69,69,1,Credit,In-Person
1301,16.76,2024-02-24 04:00:00,Grocery,Houston,33,54,1,Credit,Online
592,320.8,2024-01-25 15:00:00,Grocery,New York,69,7,0,Credit,Online
665,51.79,2024-01-28 16:00:00,Online,New York,43,56,0,Credit,In-Person
196,175.26,2024-01-09 03:00:00,Electronics,Chicago,54,19,0,Debit,In-Person
1241,434.44,2024-02-21 16:00:00,Gas,Phoenix,48,71,1,Credit,In-Person
1049,435.18,2024-02-13 16:00:00,Clothing,Chicago,57,9,1,Credit,In-Person
439,353.41,2024-01-19 06:00:00,Clothing,Los Angeles,46,44,0,Debit,Online
1436,15.96,2024-02-29 19:00:00,Clothing,Phoenix,34,80,1,Debit,In-Person
644,164.42,2024-01-27 19:00:00,Gas,Houston,21,28,0,Debit,Online
97,261.84,2024-01-05 00:00:00,Online,Los Angeles,29,2,0,Credit,In-Person
585,317.07,2024-01-25 08:00:00,Online,Chicago,32,77,0,Debit,Online
1215,347.15,2024-02-20 14:00:00,Electronics,New York,33,12,1,Credit,Online
157,336.4,2024-01-07 12:00:00,Online,Los Angeles,39,45,0,Debit,In-Person
420,376.43,2024-01-18 11:00:00,Clothing,Houston,42,86,0,Debit,In-Person
411,160.34,2024-01-18 02:00:00,Clothing,Chicago,49,36,0,Credit,In-Person
1223,216.74,2024-02-20 22:00:00,Grocery,Phoenix,50,45,1,Debit,Online
478,277.37,2024-01-20 21:00:00,Electronics,Los Angeles,30,75,0,Debit,In-Person
515,23.56,2024-01-22 10:00:00,Gas,Phoenix,51,66,0,Debit,In-Person
1286,259.34,2024-02-23 13:00:00,Gas,Houston,31,117,1,Debit,In-Person
1454,285.73,2024-03-01 13:00:00,Online,Los Angeles,23,117,1,Debit,In-Person
1119,133.53,2024-02-16 14:00:00,Grocery,Chicago,59,15,1,Credit,Online
448,376.94,2024-01-19 15:00:00,Grocery,Los Angeles,18,24,0,Credit,In-Person
179,468.43,2024-01-08 10:00:00,Grocery,Los Angeles,68,19,0,Debit,Online
391,495.26,2024-01-17 06:00:00,Clothing,Chicago,64,74,0,Debit,Online
1290,40.21,2024-02-23 17:00:00,Electronics,Chicago,34,95,1,Debit,In-Person
1308,401.06,2024-02-24 11:00:00,Grocery,Chicago,21,13,1,Debit,In-Person
1367,358.2,2024-02-26 22:00:00,Online,Phoenix,30,66,1,Credit,In-Person
1048,13.18,2024-02-13 15:00:00,Online,Phoenix,21,59,1,Credit,In-Person
1143,339.33,2024-02-17 14:00:00,Electronics,Chicago,53,88,1,Debit,In-Person
635,54.48,2024-01-27 10:00:00,Electronics,Phoenix,49,112,0,Credit,Online
866,280.26,2024-02-06 01:00:00,Gas,Los Angeles,64,43,1,Debit,In-Person
788,201.02,2024-02-02 19:00:00,Gas,New York,24,85,1,Credit,Online
745,116.87,2024-02-01 00:00:00,Clothing,New York,59,71,0,Debit,In-Person
860,33.79,2024-02-05 19:00:00,Electronics,Los Angeles,19,62,1,Debit,Online
295,64.4,2024-01-13 06:00:00,Electronics,Phoenix,37,40,0,Credit,In-Person
545,309.45,2024-01-23 16:00:00,Online,New York,41,26,0,Credit,Online
1363,311.86,2024-02-26 18:00:00,Grocery,Phoenix,41,39,1,Credit,Online
89,443.72,2024-01-04 16:00:00,Clothing,Chicago,33,27,0,Debit,Online
1032,298.54,2024-02-12 23:00:00,Electronics,New York,49,27,1,Credit,Online
1380,296.88,2024-02-27 11:00:00,Clothing,Los Angeles,21,1,1,Debit,Online
577,74.39,2024-01-25 00:00:00,Clothing,Chicago,34,32,0,Credit,Online
907,408.9,2024-02-07 18:00:00,Grocery,Los Angeles,33,93,1,Credit,Online
1388,66.31,2024-02-27 19:00:00,Grocery,Los Angeles,39,2,1,Debit,In-Person
1092,325.17,2024-02-15 11:00:00,Online,New York,69,12,1,Debit,In-Person
944,415.04,2024-02-09 07:00:00,Clothing,Phoenix,35,83,1,Debit,Online
291,16.22,2024-01-13 02:00:00,Grocery,New York,54,46,0,Debit,Online
1419,226.65,2024-02-29 02:00:00,Gas,Chicago,39,109,1,Credit,In-Person
1019,457.83,2024-02-12 10:00:00,Grocery,Houston,36,109,1,Credit,In-Person
349,187.93,2024-01-15 12:00:00,Online,New York,62,11,0,Credit,Online
568,219.3,2024-01-24 15:00:00,Gas,Phoenix,46,26,0,Credit,In-Person
1413,135.61,2024-02-28 20:00:00,Online,Phoenix,66,74,1,Debit,Online
1059,240.46,2024-02-14 02:00:00,Clothing,Los Angeles,69,30,1,Credit,Online
600,21.39,2024-01-25 23:00:00,Online,Phoenix,35,85,0,Credit,Online
459,29.1,2024-01-20 02:00:00,Clothing,Houston,20,59,0,Debit,In-Person
376,160.17,2024-01-16 15:00:00,Clothing,Chicago,31,103,0,Credit,Online
334,58.92,2024-01-14 21:00:00,Clothing,Houston,56,3,0,Credit,Online
757,310.42,2024-02-01 12:00:00,Clothing,Houston,46,48,1,Credit,Online
1324,110.39,2024-02-25 03:00:00,Grocery,Chicago,57,109,1,Debit,In-Person
712,298.22,2024-01-30 15:00:00,Grocery,Chicago,61,79,0,Debit,Online
1390,227.44,2024-02-27 21:00:00,Online,Los Angeles,21,108,1,Debit,Online
567,196.73,2024-01-24 14:00:00,Gas,New York,42,7,0,Debit,In-Person
329,210.38,2024-01-14 16:00:00,Gas,New York,32,59,0,Debit,Online
319,79.06,2024-01-14 06:00:00,Online,Houston,18,48,0,Debit,Online
1303,26.93,2024-02-24 06:00:00,Grocery,Chicago,66,35,1,Debit,In-Person
953,88.51,2024-02-09 16:00:00,Gas,Chicago,65,17,1,Debit,Online
13,416.39,2024-01-01 12:00:00,Gas,Houston,21,7,0,Debit,In-Person
172,9.28,2024-01-08 03:00:00,Gas,Houston,39,77,0,Debit,In-Person
261,307.89,2024-01-11 20:00:00,Online,Phoenix,28,30,0,Debit,Online
820,168.26,2024-02-04 03:00:00,Online,Houston,60,19,1,Debit,In-Person
1495,302.12,2024-03-03 06:00:00,Clothing,Houston,39,48,1,Debit,In-Person
797,466.13,2024-02-03 04:00:00,Online,Los Angeles,18,53,1,Credit,In-Person
139,182.45,2024-01-06 18:00:00,Clothing,Phoenix,32,94,0,Debit,In-Person
550,386.39,2024-01-23 21:00:00,Grocery,New York,21,29,0,Debit,In-Person
616,460.52,2024-01-26 15:00:00,Grocery,Phoenix,34,91,0,Debit,In-Person
846,207.9,2024-02-05 05:00:00,Gas,Phoenix,23,65,1,Credit,Online
778,361.4,2024-02-02 09:00:00,Grocery,New York,40,67,1,Credit,Online
559,377.81,2024-01-24 06:00:00,Clothing,Los Angeles,40,28,0,Credit,In-Person
140,485.92,2024-01-06 19:00:00,Online,New York,53,40,0,Debit,Online
1310,407.6,2024-02-24 13:00:00,Grocery,Chicago,56,80,1,Credit,Online
1024,485.56,2024-02-12 15:00:00,Electronics,New York,57,96,1,Debit,Online
225,133.34,2024-01-10 08:00:00,Gas,Phoenix,34,49,0,Debit,Online
964,195.26,2024-02-10 03:00:00,Clothing,Phoenix,65,82,1,Credit,In-Person
410,46.55,2024-01-18 01:00:00,Grocery,Phoenix,40,8,0,Credit,In-Person
326,369.21,2024-01-14 13:00:00,Electronics,Chicago,31,101,0,Debit,In-Person
300,43.59,2024-01-13 11:00:00,Electronics,Houston,33,83,0,Debit,Online
994,295.53,2024-02-11 09:00:00,Clothing,New York,66,17,1,Debit,In-Person
1033,115.77,2024-02-13 00:00:00,Clothing,Chicago,58,92,1,Debit,Online
671,87.51,2024-01-28 22:00:00,Electronics,Phoenix,62,43,0,Debit,Online
1480,218.36,2024-03-02 15:00:00,Clothing,Chicago,62,80,1,Credit,In-Person
947,69.31,2024-02-09 10:00:00,Online,Chicago,64,63,1,Credit,Online
1270,146.54,2024-02-22 21:00:00,Gas,Houston,69,79,1,Debit,In-Person
574,311.42,2024-01-24 21:00:00,Clothing,Chicago,52,40,0,Debit,In-Person
504,407.08,2024-01-21 23:00:00,Clothing,Los Angeles,68,110,0,Credit,Online
1038,362.66,2024-02-13 05:00:00,Clothing,New York,59,82,1,Debit,Online
4,299.73,2024-01-01 03:00:00,Electronics,Chicago,23,83,0,Credit,In-Person
1469,435.51,2024-03-02 04:00:00,Grocery,Los Angeles,27,31,1,Credit,In-Person
468,434.43,2024-01-20 11:00:00,Online,New York,26,42,0,Credit,In-Person
322,357.58,2024-01-14 09:00:00,Electronics,New York,41,84,0,Credit,In-Person
6,78.84,2024-01-01 05:00:00,Grocery,Chicago,20,6,0,Debit,In-Person
974,108.26,2024-02-10 13:00:00,Grocery,Houston,58,102,1,Credit,In-Person
548,336.12,2024-01-23 19:00:00,Clothing,Phoenix,42,13,0,Debit,Online
1477,404.12,2024-03-02 12:00:00,Online,Los Angeles,32,10,1,Credit,In-Person
40,220.64,2024-01-02 15:00:00,Online,Houston,40,79,0,Credit,In-Person
543,115.09,2024-01-23 14:00:00,Clothing,Chicago,54,112,0,Credit,Online
243,457.52,2024-01-11 02:00:00,Gas,Chicago,48,43,0,Credit,Online
137,259.88,2024-01-06 16:00:00,Electronics,Houston,46,50,0,Debit,In-Person
603,89.33,2024-01-26 02:00:00,Electronics,Chicago,27,4,0,Credit,In-Person
773,64.62,2024-02-02 04:00:00,Clothing,New York,68,64,1,Credit,In-Person
847,43.59,2024-02-05 06:00:00,Clothing,Phoenix,33,92,1,Debit,Online
1091,471.42,2024-02-15 10:00:00,Electronics,Los Angeles,26,102,1,Debit,In-Person
1366,66.65,2024-02-26 21:00:00,Online,Chicago,35,46,1,Debit,Online
582,490.04,2024-01-25 05:00:00,Grocery,Houston,69,75,0,Debit,Online
1475,164.19,2024-03-02 10:00:00,Grocery,Houston,24,94,1,Debit,In-Person
789,231.54,2024-02-02 20:00:00,Electronics,Phoenix,55,56,1,Debit,In-Person
1389,484.94,2024-02-27 20:00:00,Grocery,Phoenix,18,82,1,Credit,Online
377,422.59,2024-01-16 16:00:00,Grocery,Chicago,23,4,0,Credit,Online
315,418.15,2024-01-14 02:00:00,Electronics,Chicago,65,51,0,Credit,Online
443,187.76,2024-01-19 10:00:00,Gas,Houston,37,6,0,Debit,Online
320,125.87,2024-01-14 07:00:00,Online,Phoenix,68,19,0,Debit,In-Person
1479,399.11,2024-03-02 14:00:00,Clothing,New York,63,118,1,Credit,In-Person
794,306.12,2024-02-03 01:00:00,Grocery,Houston,66,58,1,Credit,In-Person
1133,41.44,2024-02-17 04:00:00,Online,Los Angeles,58,76,1,Debit,In-Person
425,29.72,2024-01-18 16:00:00,Electronics,Houston,22,39,0,Credit,In-Person
554,280.91,2024-01-24 01:00:00,Online,Houston,24,58,0,Credit,In-Person
595,448.5,2024-01-25 18:00:00,Gas,New York,42,32,0,Credit,In-Person
894,199.19,2024-02-07 05:00:00,Clothing,New York,69,87,1,Credit,In-Person
1482,60.98,2024-03-02 17:00:00,Electronics,Los Angeles,31,84,1,Credit,Online
1218,340.57,2024-02-20 17:00:00,Online,Chicago,61,97,1,Credit,Online
1165,81.22,2024-02-18 12:00:00,Gas,Phoenix,27,40,1,Credit,In-Person
228,197.16,2024-01-10 11:00:00,Online,Los Angeles,33,118,0,Debit,In-Person
715,175.09,2024-01-30 18:00:00,Online,New York,21,80,0,Credit,Online
811,492.44,2024-02-03 18:00:00,Online,Chicago,65,30,1,Credit,Online
980,298.82,2024-02-10 19:00:00,Clothing,Chicago,28,88,1,Debit,Online
1076,214.46,2024-02-14 19:00:00,Clothing,Houston,20,55,1,Credit,In-Person
67,71.32,2024-01-03 18:00:00,Clothing,Los Angeles,51,90,0,Credit,Online
394,388.43,2024-01-17 09:00:00,Gas,Phoenix,22,8,0,Credit,Online
580,129.86,2024-01-25 03:00:00,Online,Los Angeles,63,13,0,Credit,Online
990,409.73,2024-02-11 05:00:00,Grocery,Los Angeles,50,57,1,Debit,Online
212,346.26,2024-01-09 19:00:00,Clothing,Phoenix,48,100,0,Credit,Online
1160,15.59,2024-02-18 07:00:00,Gas,Phoenix,34,59,1,Debit,In-Person
782,271.82,2024-02-02 13:00:00,Electronics,Houston,65,114,1,Debit,In-Person
537,424.97,2024-01-23 08:00:00,Clothing,Los Angeles,43,24,0,Credit,In-Person
775,398.85,2024-02-02 06:00:00,Grocery,Chicago,20,108,1,Debit,Online
662,493.27,2024-01-28 13:00:00,Online,Phoenix,47,53,0,Debit,Online
86,163.27,2024-01-04 13:00:00,Grocery,Houston,35,32,0,Credit,Online
1350,21.01,2024-02-26 05:00:00,Gas,Phoenix,60,4,1,Credit,In-Person
1217,42.11,2024-02-20 16:00:00,Electronics,Chicago,24,74,1,Credit,Online
916,218.63,2024-02-08 03:00:00,Grocery,Chicago,38,105,1,Debit,In-Person
661,178.69,2024-01-28 12:00:00,Electronics,Phoenix,29,68,0,Credit,In-Person
1351,433.65,2024-02-26 06:00:00,Gas,Houston,49,3,1,Debit,In-Person
631,356.96,2024-01-27 06:00:00,Clothing,Los Angeles,67,44,0,Debit,Online
1034,61.16,2024-02-13 01:00:00,Electronics,Chicago,65,18,1,Debit,In-Person
1400,353.68,2024-02-28 07:00:00,Electronics,Los Angeles,26,31,1,Credit,In-Person
1093,304.26,2024-02-15 12:00:00,Electronics,Los Angeles,24,103,1,Credit,In-Person
274,456.71,2024-01-12 09:00:00,Grocery,Chicago,66,28,0,Debit,Online
